ID,Machine,SizeOfOptionalHeader,Characteristics,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,BaseOfData,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,SizeOfImage,SizeOfHeaders,CheckSum,Subsystem,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,NumberOfRvaAndSizes,SectionsNb,SectionsMeanEntropy,SectionsMinEntropy,SectionsMaxEntropy,SectionsMeanRawsize,SectionsMinRawsize,SectionMaxRawsize,SectionsMeanVirtualsize,SectionsMinVirtualsize,SectionMaxVirtualsize,ImportsNbDLL,ImportsNb,ImportsNbOrdinal,ExportNb,ResourcesNb,ResourcesMeanEntropy,ResourcesMinEntropy,ResourcesMaxEntropy,ResourcesMeanSize,ResourcesMinSize,ResourcesMaxSize,LoadConfigurationSize,VersionInformationSize,legitimate
27,34404,240,34,8,0,19968,3456,0,21456,896,0,65536,128,128,6,0,6,0,5,2,24320,896,37746,1,0,262144,4096,1048576,4096,0,16,7,0,0,0,0,0,0,0,0,0,3,39,0,0,1,0,0,0,1312,1312,1312,0,0,1
28,332,224,8462,7,10,512,23040,0,4223,4096,8192,4194304,4096,512,5,2,5,2,4,0,40960,1024,66573,2,1024,262144,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,1,1,0,0,11,0,0,0,1917.45454545455,32,7546,0,0,1
29,332,224,8962,3,10,1024,2560,0,0,4096,8192,1567096832,4096,512,4,0,4,0,4,0,24576,1024,29661,1,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,852,852,852,0,0,1
30,332,224,271,5,0,77824,102400,0,4096,4096,81920,4194304,4096,512,4,0,0,0,4,0,212992,1024,0,2,0,1048576,8192,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,8,145,1,0,16,0,0,0,5894.5625,16,84602,0,0,1
31,34404,240,35,8,0,56320,28672,0,17536,4096,0,5368709120,4096,512,4,0,0,0,5,2,106496,1024,107195,3,32768,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,2,111,0,0,2,0,0,0,465,86,844,0,0,1
32,332,224,8454,5,12,512,80896,0,4192,4096,8192,1750073344,4096,512,5,0,5,0,4,10,98304,1024,149212,3,0,262144,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,1,92,0,0,0,814.945652173913,80,1327,0,0,1
33,332,224,271,6,0,4096,12288,0,6767,4096,8192,4194304,4096,4096,4,0,0,0,4,0,20480,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,6,96,51,0,5,0,0,0,474.4,34,1088,0,0,1
34,332,224,271,5,10,18944,10752,0,14808,4096,24576,4194304,4096,512,4,0,0,0,4,0,11964416,1024,12002490,2,0,32000,4096,32000,4096,0,16,5,0,0,0,0,0,0,0,0,0,5,98,0,0,3,0,0,0,358,34,744,0,0,1
35,332,224,271,6,0,73728,212992,0,35111,4096,77824,4194304,4096,4096,4,0,0,0,4,0,290816,4096,18069842,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,184,1,0,25,0,0,0,7259.68,62,154530,0,0,1
36,332,224,271,5,10,20992,18944,0,14584,4096,28672,4194304,4096,512,4,0,0,0,4,0,4513792,1024,0,2,0,32000,4096,32000,4096,0,16,5,0,0,0,0,0,0,0,0,0,5,102,0,0,3,0,0,0,358,34,744,0,0,1
37,332,224,770,3,10,114368,10176,0,113216,704,84480,65536,32,32,4,0,4,0,4,0,125248,704,152284,1,0,1048576,4096,1048576,4096,0,16,8,0,0,0,0,0,0,0,0,0,3,105,0,0,1,0,0,0,824,824,824,0,0,1
38,332,224,8462,3,10,184320,51712,0,114768,4096,192512,1413742592,4096,512,4,0,0,0,4,0,258048,1024,0,2,0,1048576,4096,1048576,4096,0,16,8,0,0,0,0,0,0,0,0,0,3,57,0,4,1,0,0,0,844,844,844,0,0,1
39,332,224,8462,7,0,6144,2560,0,7391,4096,12288,33554432,4096,512,5,1,5,1,4,10,24576,1024,74772,3,0,262144,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,6,31,1,1,2,0,0,0,474,108,840,0,0,1
40,332,224,271,6,0,77824,221184,0,35575,4096,81920,4194304,4096,4096,4,0,0,0,4,0,303104,4096,6042131,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,186,1,0,25,0,0,0,7259.68,62,154530,0,0,1
41,332,224,271,6,0,20480,40960,0,14640,4096,24576,4194304,4096,4096,4,0,0,0,4,0,135168,4096,0,2,0,32000,4096,32000,4096,0,16,5,0,0,0,0,0,0,0,0,0,6,99,1,0,11,0,0,0,2361.27272727273,132,9640,0,0,1
42,332,224,270,4,20,14848,12288,0,11415,4096,20480,4194304,4096,512,4,0,0,0,4,0,2244608,1024,0,2,0,32000,4096,32000,4096,0,16,7,0,0,0,0,0,0,0,0,0,3,85,0,0,3,0,0,0,358,34,744,0,0,1
43,332,224,271,6,0,143360,81920,0,52999,4096,147456,4194304,4096,4096,4,0,0,0,4,0,229376,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,11,296,3,0,24,0,0,0,327.333333333333,34,1508,0,0,1
44,332,224,770,3,10,138816,14816,0,73952,704,27488,65536,32,32,4,0,4,0,4,0,154336,704,194754,1,0,1048576,4096,1048576,4096,0,16,8,0,0,0,0,0,0,0,0,0,3,138,0,0,1,0,0,0,856,856,856,0,0,1
45,332,224,271,6,0,73728,212992,0,35111,4096,77824,4194304,4096,4096,4,0,0,0,4,0,290816,4096,3023371,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,184,1,0,25,0,0,0,7259.68,62,154530,0,0,1
46,332,224,270,4,20,14848,12288,0,11415,4096,20480,4194304,4096,512,4,0,0,0,4,0,3923968,1024,0,2,0,32000,4096,32000,4096,0,16,7,0,0,0,0,0,0,0,0,0,3,85,0,0,3,0,0,0,358,34,744,0,0,1
47,332,224,270,4,20,14848,12288,0,11415,4096,20480,4194304,4096,512,4,0,0,0,4,0,24604672,1024,0,2,0,32000,4096,32000,4096,0,16,7,0,0,0,0,0,0,0,0,0,3,85,0,0,3,0,0,0,358,34,744,0,0,1
48,332,224,8462,6,0,8192,16384,0,8395,4096,12288,268435456,4096,4096,4,0,0,0,4,0,28672,4096,0,2,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,4,52,35,11,1,0,0,0,800,800,800,0,0,1
49,332,224,271,6,0,73728,212992,0,35111,4096,77824,4194304,4096,4096,4,0,0,0,4,0,290816,4096,11450216,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,184,1,0,25,0,0,0,7259.68,62,154530,0,0,1
50,332,224,271,6,0,77824,45056,0,79872,4096,81920,4194304,4096,4096,4,0,0,0,4,0,131072,4096,1244396,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,173,0,0,30,0,0,0,486.666666666667,20,2216,0,0,1
51,332,224,3331,8,0,32256,8192,0,24066,8192,40960,16777216,8192,512,6,0,6,0,4,0,122880,1024,2622740,2,33792,262144,8192,1048576,4096,0,16,3,0,0,0,0,0,0,0,0,0,8,106,1,0,5,0,0,0,1381.6,224,2836,0,0,1
52,332,224,271,6,0,69632,98304,0,33783,4096,73728,4194304,4096,4096,4,0,0,0,4,0,172032,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,182,1,0,24,0,0,0,2866,62,52560,0,0,1
53,332,224,271,6,0,73728,212992,0,35111,4096,77824,4194304,4096,4096,4,0,0,0,4,0,290816,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,184,1,0,25,0,0,0,7259.68,62,154530,0,0,1
54,332,224,271,6,0,266240,786432,0,118109,4096,270336,4194304,4096,4096,4,0,0,0,4,0,1056768,4096,0,2,0,4096000,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,11,350,2,0,246,0,0,0,2792.9918699187,20,67376,0,0,1
55,332,224,271,7,10,45056,57344,0,28101,4096,49152,4194304,4096,4096,4,0,0,0,4,0,557514752,4096,557518234,2,0,32000,4096,32000,4096,0,16,5,0,0,0,0,0,0,0,0,0,6,147,1,0,11,0,0,0,2357.09090909091,132,9640,72,0,1
56,332,224,271,5,10,18944,10752,0,14808,4096,24576,4194304,4096,512,4,0,0,0,4,0,10711040,1024,0,2,0,32000,4096,32000,4096,0,16,5,0,0,0,0,0,0,0,0,0,5,98,0,0,3,0,0,0,358,34,744,0,0,1
57,332,224,270,4,20,13312,10240,0,11152,4096,20480,4194304,4096,512,4,0,0,0,4,0,40960,1024,0,2,0,32000,4096,32000,4096,0,16,5,0,0,0,0,0,0,0,0,0,3,86,0,0,0,0,0,0,0,0,0,0,0,1
58,332,224,271,6,0,94208,73728,0,26948,4096,98304,4194304,4096,4096,4,0,0,0,4,0,172032,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,6,232,2,0,23,0,0,0,465.217391304348,34,1508,0,0,1
59,332,224,8462,6,0,16384,73728,0,4329,4096,20480,268435456,4096,4096,4,0,0,0,4,0,94208,4096,0,2,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,1,50,0,0,15,0,0,0,3057.33333333333,90,9640,0,0,1
60,332,224,8462,6,0,20480,20480,0,6641,4096,24576,268435456,4096,4096,4,0,0,0,4,0,45056,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,3,83,0,5,0,0,0,0,0,0,0,0,0,1
61,332,224,271,5,0,45056,64000,0,4096,4096,49152,4194304,4096,512,4,0,0,0,4,0,176128,1024,0,2,0,1048576,8192,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,141,1,0,34,0,0,0,1586.38235294118,16,9640,0,0,1
62,332,224,271,6,0,16384,8192,0,5888,4096,20480,4194304,4096,4096,4,0,0,0,4,0,28672,4096,0,2,0,1048576,4096,1048576,4096,0,16,3,0,0,0,0,0,0,0,0,0,2,43,0,0,0,0,0,0,0,0,0,0,0,1
63,332,224,271,5,10,20992,18944,0,14584,4096,28672,4194304,4096,512,4,0,0,0,4,0,106496,1024,0,2,0,32000,4096,32000,4096,0,16,5,0,0,0,0,0,0,0,0,0,5,102,0,0,3,0,0,0,358,34,744,0,0,1
64,332,224,271,5,0,72192,72704,0,52736,4096,77824,4194304,4096,512,4,0,0,0,4,0,155648,1024,0,2,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,7,147,1,0,23,0,0,0,1607.86956521739,20,14384,0,0,1
65,332,224,270,7,10,17792,2944,0,1200,1152,17536,65536,128,128,5,1,5,1,1,10,21888,1152,30334,1,8192,262144,4096,1048576,4096,0,16,6,0,0,0,0,0,0,0,0,0,3,48,0,0,1,0,0,0,868,868,868,0,0,1
66,332,224,8462,6,0,20480,24576,0,7432,4096,24576,268435456,4096,4096,4,0,0,0,4,0,49152,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,2,69,0,9,0,0,0,0,0,0,0,0,0,1
67,332,224,270,4,20,14848,12288,0,11415,4096,20480,4194304,4096,512,4,0,0,0,4,0,360448,1024,0,2,0,32000,4096,32000,4096,0,16,7,0,0,0,0,0,0,0,0,0,3,85,0,0,3,0,0,0,358,34,744,0,0,1
68,332,224,271,6,0,77824,45056,0,78278,4096,81920,4194304,4096,4096,4,0,0,0,4,0,126976,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,6,161,0,0,30,0,0,0,399.333333333333,20,1232,0,0,1
69,332,224,8462,6,0,24576,40960,0,11508,4096,28672,268435456,4096,4096,4,0,0,0,4,0,69632,4096,0,2,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,5,71,0,3,1,0,0,0,992,992,992,0,0,1
70,34404,240,8226,8,0,702976,87040,0,518288,4096,0,1040187392,4096,512,6,0,6,0,5,2,806912,1024,813276,3,0,262144,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,7,555,0,5,12,0,0,0,487,216,928,0,0,1
71,332,224,8462,5,12,17408,8192,0,13258,4096,24576,4194304,4096,512,5,0,5,0,4,10,40960,1024,64380,3,0,262144,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,6,51,0,2,1,0,0,0,804,804,804,0,0,1
72,332,224,8462,6,0,28672,86016,0,29355,4096,32768,268435456,4096,4096,4,0,0,0,4,0,118784,4096,0,2,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,10,260,181,1,66,0,0,0,529.333333333333,20,3240,0,0,1
73,332,224,271,6,0,16384,49152,0,7727,4096,20480,4194304,4096,4096,4,0,0,0,4,0,69632,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,5,84,0,0,7,0,0,0,316.571428571429,16,948,0,0,1
74,332,224,271,6,0,69632,98304,0,33783,4096,73728,4194304,4096,4096,4,0,0,0,4,0,172032,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,182,1,0,24,0,0,0,2866,62,52560,0,0,1
75,332,224,8462,4,20,1024,3584,0,4608,4096,8192,268435456,4096,512,4,0,0,0,4,0,28672,1024,29396,2,0,1048576,4096,10240,4096,0,16,6,0,0,0,0,0,0,0,0,0,2,12,0,1,1,0,0,0,1172,1172,1172,0,0,1
76,332,224,8462,7,10,2027520,315392,0,1972110,4096,2031616,268435456,4096,4096,4,0,1,100,4,0,2347008,4096,0,2,0,1048576,4096,256000,4096,0,16,5,0,0,0,0,0,0,0,0,0,5,132,0,18,1,0,0,0,928,928,928,0,0,1
77,332,224,770,3,10,53248,26112,0,37632,4096,57344,16777216,4096,512,4,0,4,0,4,0,90112,1024,124591,3,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,10,134,3,0,25,0,0,0,614.72,34,1072,0,0,1
78,332,224,8962,3,10,512,337920,0,0,4096,8192,1967587328,4096,512,4,0,4,0,3,50,360448,1024,346810,1,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,1,376,0,0,0,844.372340425532,12,33880,0,0,1
79,332,224,33166,2,25,43520,13824,0,46736,4096,49152,4194304,4096,512,1,0,0,0,4,0,81920,1024,0,2,0,1048576,16384,1048576,4096,0,16,8,0,0,0,0,0,0,0,0,0,10,91,0,0,14,0,0,0,330.285714285714,20,1080,0,0,1
80,332,224,8450,8,0,84992,17920,0,30510,4096,90112,1051459584,4096,512,6,0,6,0,5,0,110592,1024,133972,3,0,262144,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,6,197,0,2,3,0,0,0,651.333333333333,280,948,72,0,1
81,332,224,271,6,0,77824,221184,0,35575,4096,81920,4194304,4096,4096,4,0,0,0,4,0,303104,4096,2195957,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,7,186,1,0,25,0,0,0,7259.68,62,154530,0,0,1
82,332,224,271,6,0,65536,90112,0,40056,4096,69632,4194304,4096,4096,4,0,0,0,4,0,159744,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,5,134,0,1,5,0,0,0,354.4,20,848,0,0,1
83,332,224,8450,8,0,63488,58880,0,29589,4096,69632,268435456,4096,512,5,0,5,0,5,0,135168,1024,135099,2,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,9,168,0,13,1,0,0,0,704,704,704,0,0,1
84,332,224,8970,4,20,1536,5632,0,4928,4096,8192,78577664,4096,512,4,0,0,0,4,0,28672,1024,44460,2,0,1048576,4096,4096,4096,0,16,6,0,0,0,0,0,0,0,0,0,3,18,0,1,6,0,0,0,369,20,1152,0,0,1
85,332,224,258,8,0,145280,30720,0,166533,1152,143616,65536,128,128,6,0,6,0,1,10,177152,1152,188803,1,9216,262144,4096,1048576,4096,0,16,7,0,0,0,0,0,0,0,0,0,3,88,0,0,1,0,0,0,1068,1068,1068,0,0,1
86,332,224,259,8,0,673280,278528,0,377160,4096,679936,16777216,4096,512,6,0,6,0,5,0,962560,1024,798467,2,32768,262144,8192,1048576,4096,0,16,3,0,0,0,0,0,0,0,0,0,16,369,0,2622,15,0,0,0,3126,132,19066,72,0,1
87,332,224,271,7,10,45056,57344,0,28101,4096,49152,4194304,4096,4096,4,0,0,0,4,0,12222464,4096,12260107,2,0,32000,4096,32000,4096,0,16,5,0,0,0,0,0,0,0,0,0,6,147,1,0,11,0,0,0,2357.09090909091,132,9640,72,0,1
88,332,224,271,6,0,135168,77824,0,39115,4096,139264,4194304,4096,4096,4,0,0,0,4,0,217088,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,11,319,3,0,24,0,0,0,438.833333333333,34,1508,0,0,1
89,332,224,8462,6,0,0,81920,0,0,4096,4096,268435456,4096,4096,4,0,0,0,4,0,86016,4096,0,2,0,1048576,4096,1048576,4096,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,1112.1875,14,2442,0,0,1
90,332,224,271,6,0,24576,45056,0,14262,4096,28672,4194304,4096,4096,4,0,0,0,4,0,73728,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,0,0,0,0,0,0,0,0,0,4,92,0,0,11,0,0,0,2743.54545454545,16,11048,0,0,1
91,332,224,270,7,0,94848,93696,0,24274,896,85632,65536,128,128,5,1,5,1,5,1,189440,896,253842,1,0,262144,4096,1048576,4096,0,16,10,0,0,0,0,0,0,0,0,0,2,34,0,0,1,0,0,0,872,872,872,0,0,1
92,332,224,271,5,10,18944,10752,0,14808,4096,24576,4194304,4096,512,4,0,0,0,4,0,1302528,1024,0,2,0,32000,4096,32000,4096,0,16,5,0,0,0,0,0,0,0,0,0,5,98,0,0,3,0,0,0,358,34,744,0,0,1
93,332,224,271,5,10,18944,10752,0,14808,4096,24576,4194304,4096,512,4,0,0,0,4,0,12668928,1024,12692134,2,0,32000,4096,32000,4096,0,16,5,0,0,0,0,0,0,0,0,0,5,98,0,0,3,0,0,0,358,34,744,0,0,1
94,332,224,33167,2,25,28672,4096,57344,89200,61440,90112,4194304,4096,512,1,0,0,0,4,0,94208,1024,0,2,0,1048576,16384,1048576,4096,0,16,3,0,0,0,0,0,0,0,0,0,5,7,0,0,13,0,0,0,451.692307692308,16,892,0,0,1
95,332,224,262,5,0,4672,1344,0,4800,640,4000,65536,32,32,4,0,4,0,4,0,6656,640,52530,1,0,1048576,4096,1048576,4096,0,16,6,0,0,0,0,0,0,0,0,0,2,16,0,0,1,0,0,0,896,896,896,0,0,1
96,332,224,8962,3,10,9216,8704,0,10111,4096,16384,1760559104,4096,512,4,0,4,0,4,0,36864,1024,34989,2,0,1048576,4096,1048576,4096,0,16,5,0,0,0,0,0,0,0,0,0,6,32,0,5,3,0,0,0,1725.33333333333,116,4200,0,0,1
97,332,224,270,4,20,14848,12288,0,11415,4096,20480,4194304,4096,512,4,0,0,0,4,0,9936896,1024,0,2,0,32000,4096,32000,4096,0,16,7,0,0,0,0,0,0,0,0,0,3,85,0,0,3,0,0,0,358,34,744,0,0,1
